"day","month","year","26055070_UnivdelValle","26075010_PalmiraIca","26075040_AptoABonilla","26095080_Tenerife","26105140_Barragan","26105150_SanMarcos","26105160_AptoFarfan","26105230_Mateguadua","26115040_CentAdmoLaUnion","26125130_Cumbarco","54075020_BajoCalima"
25,7,1999,0,0,0,0,0,0,0,0,0,0,25
26,7,1999,3.1,2.3,4.2,0,0.4,0,0,0,0,9.5,25
27,7,1999,0,0,0,0.7,0.3,0,0,0,0,0,131
28,7,1999,0,1.7,0.9,0.2,0,0,0,0,0.5,0,1
29,7,1999,0,0,0,3,0,0,3.2,0,0,0,0
30,7,1999,0,0,0,0,0.8,0,0,0,0,0,6
31,7,1999,1.7,0,0.3,0,0.3,0,0,0,0,0,2
1,8,1999,0.3,0,0,0,0,0,0,0,0,0,16
2,8,1999,0.2,0,0,0,0,0,0,0,0,0,129
3,8,1999,0,0,0,0,0,0,0,0,0,0,19
4,8,1999,0,0,0,0,0,0,0,0,0,0,9
5,8,1999,0.2,0,0,0,0,0.2,0,0,0,0,2
6,8,1999,9.8,0,0,0,0.6,33,2.1,16.2,6.9,0,7
7,8,1999,0,0.1,0.2,4.9,0.6,0,0,1.5,0,0,36
8,8,1999,26.2,0,0.1,0.3,1.9,0,0,0,0.5,0,87
9,8,1999,2.6,0,0,0.6,1,0,0,0,0,0,0
10,8,1999,0,0,0,0,0,0,0,0,0,0,12
11,8,1999,0,0,0,3,0.1,0,0,0,0,0,61
12,8,1999,0,0,0,0.2,0,0,0,0,0.5,0,22
13,8,1999,4.2,1.8,4.6,2.1,0,10,0.3,4.7,0,3.5,58
14,8,1999,0.6,20.1,32.9,2.6,3.8,19.5,1,0,6.6,1,4
15,8,1999,0,0,0,1.5,1.4,0,0,0,0,0,0
16,8,1999,0,0,0,1,0.3,19.8,4.3,0,0,0,51
17,8,1999,0,0,0,0,0,0,0,0,0.9,0,0
18,8,1999,0,0,0,0,0,11.6,0,4.1,0,0,25
19,8,1999,0,0,0,0,0,0,0,0,0,0,0
20,8,1999,9.8,0.9,2.5,0,0,0,16.1,4.4,0.9,0,137
21,8,1999,3.2,0.3,4.6,3,0,46,3.5,18.4,3.8,16.4,15
22,8,1999,0.4,0.2,0,8.5,4.5,0.3,0,0,0,0.2,42
23,8,1999,0,0,0,0,0,0,0.2,0,0,0,6.2
24,8,1999,0.6,0,0.7,7.7,0.6,26,6,7,0,0,44
25,8,1999,31,8,9.7,8.3,0,4.4,2.5,3.2,1.2,35.5,21
26,8,1999,0,0,0,5.6,7.5,0,0.9,5.4,0.3,2.4,41
27,8,1999,0,1.1,0,4.1,6.2,9,10,1.6,0,11.6,58
28,8,1999,0,0,0,2.3,0.3,0.1,0,0,0,2.5,14
29,8,1999,0,0,0,0,8.6,0,0,0,0,0,12
30,8,1999,0,0,0,0,0,0,0,0,0,0,6
31,8,1999,0,0,0,0,0,0.2,0,0,0,0,112
1,9,1999,3.4,10.4,13.4,5.5,2.3,38,5.3,9,15.3,8,30
2,9,1999,0.2,0,0,0,0.3,0,0,0,0,0,4
3,9,1999,0,17.8,2.6,0.5,0.4,0,0,0,35.2,0,46
4,9,1999,0,0,0,0,0,0,0,0,26.3,0,2
5,9,1999,0,0,0,0.3,0,0,0,0,0,7,0
6,9,1999,2.4,0,0,0.8,0.9,0,3.5,15,0,1.5,1
7,9,1999,2.2,0,3,0.6,1.5,25,24.9,17.2,23,0,47
8,9,1999,2.4,0.9,0.8,4.5,0,14,0.3,0.2,1.7,19.8,12
9,9,1999,1.4,0.2,0.6,1.2,0.4,25,8.3,16,17.5,6,7
10,9,1999,0.8,0.3,0.1,9.6,4.8,14,1.6,3.6,0,7,0.7
11,9,1999,1.2,1.7,0,2.9,2,25,8,2.8,4.6,27.5,54
12,9,1999,0.1,0.1,10,4.3,0.2,10.9,9,4,0,7.5,7
13,9,1999,45.6,9.6,7.9,7,11.2,16,18.5,12.8,5.3,33.5,5
14,9,1999,1.1,0.4,0.7,2.5,4.5,0.4,0.6,1.9,1,2,62
15,9,1999,0,0,0,2.6,3,0,0,0,0,13.5,2
16,9,1999,0,0,0,3.5,4.6,1.2,72.7,16.5,26,37,87
17,9,1999,1.3,14.8,22,0.1,0,0,0,0,0.5,0,75
18,9,1999,0,0,0,0,0,0,0,0,0,0,0
19,9,1999,0.3,0,0,0.5,0.5,20,35.6,1.7,6.7,1,2
20,9,1999,1.9,3.7,0.8,1,1.3,4,0,1,1.4,2,39
21,9,1999,10.8,0.4,1.9,3.9,2.7,2.8,1.7,1.5,6.5,17,9
22,9,1999,0.1,0,0,0,0,3,0,0,0,1.5,6.3
23,9,1999,17.7,0.9,0.5,0.7,0,15,16.8,11.5,0.7,12,35
24,9,1999,0.4,0,2,0,0.2,9.5,0,1.8,9.5,9.5,14
25,9,1999,33.1,17.2,6.6,40,18,25,11.8,22.6,10,43,23
26,9,1999,0.8,1.6,0.6,26.2,23.5,3.4,6.7,15.6,3,62.5,22
27,9,1999,0.6,0.8,0.9,10.8,10,6.5,3.1,2,3.7,22.6,8
28,9,1999,5.2,13.3,24.6,24.1,11,15,4.7,5.8,9.5,11,3
29,9,1999,1.9,0.7,0.4,2.3,1.5,0,0,0,0,1.5,9
30,9,1999,3.6,41.3,19.8,0.9,0.6,0,0,0,2.3,2.1,5
1,10,1999,0,1.5,0.7,6,0.1,5.5,0,0,1.9,16.5,7
2,10,1999,0,0,0,0.1,0.3,0,0,0,0,0,2
3,10,1999,3.4,0,1.1,11.2,8.5,6,0.7,1.9,8.3,8.5,18
4,10,1999,0,0,0,0.5,0,0,0,0,0,3,1
5,10,1999,8.6,38.4,15.6,14.7,0.1,24,46.2,6.7,11,5.4,44
6,10,1999,1.3,0,0.2,3.6,19,4.4,1.2,2,0.8,16,46
7,10,1999,0,0,0,1.8,15,0.8,0,0,0,10,44
8,10,1999,0.1,0.2,9.2,0,1,0,0,0,0.2,0,119
9,10,1999,0,0,0.4,0.2,0,0,0.4,0,14,8,2
10,10,1999,0,0,5.9,4.2,0,16.4,0,2,0,13,10
11,10,1999,0.8,3.4,60.3,7.1,0.4,0,0.4,2,7.8,7.5,32
12,10,1999,9.3,0.7,0.3,0.8,0.3,3.2,1,0.5,3,7,10
13,10,1999,0,0,0,0,0.1,0,0,0,0,0,9
14,10,1999,0,0,0,0,0,0,0,0,0,0,55
15,10,1999,4.7,0.2,0.1,1.9,0,1.4,10.3,15,2.8,1.7,2
16,10,1999,0,0,0,0,0.4,0,7.3,0,0,0,23
17,10,1999,0,0,0,1.2,0,2.4,2.3,1.2,0,4.5,42
18,10,1999,7.7,3.1,6.7,13.6,2,0.2,3.6,0,7.5,6,17
19,10,1999,0,0,0,0,0.3,1.3,0,0,0,0,12
20,10,1999,0,0,2.3,0,0,0,0,0,0.1,2.2,31
21,10,1999,7.1,5.4,4.5,23.3,25.5,2,0.2,2.4,0.2,12,9
22,10,1999,1.6,4.6,1.5,14.8,18.2,15,0.9,3.3,0.3,27,1
23,10,1999,1.3,2.7,4.5,12.1,4.8,3.5,1.8,4.2,0,6,0
24,10,1999,1.8,0.2,0,3.7,2.8,2,0,4.6,0,3.8,22
25,10,1999,1.6,12.2,20,1.1,0,9,1,0.5,1.9,2.2,4
26,10,1999,75.8,2.9,0.1,37.7,28,84,48.5,25.5,16,49.6,46
27,10,1999,12.6,0.9,0.8,14.2,14,30,39.5,24.4,9.7,45.6,3
28,10,1999,13.5,1.8,1.9,4.8,8,1.5,3.3,35,1,10.1,22
29,10,1999,32.8,18.7,19.9,25.2,32.4,45,21.7,44.2,9.8,54,120
30,10,1999,0.2,0.6,1,1.4,3,0,0.3,0,0,6.6,10
31,10,1999,0.3,0,0,0,0,2,0,0,0,0,32
1,11,1999,0,0,0.1,9.2,0.1,0.6,0,1.4,1.5,2.5,40
2,11,1999,13.6,2.1,3.2,4.4,15.1,2.5,3,16.2,0.3,54,4
3,11,1999,1.1,13.8,0.8,6.5,1.2,20,7.8,1.2,1,3,24.2
4,11,1999,4.7,15.1,1.2,12.5,0.3,3.7,2,1.4,1.3,1,35
5,11,1999,11.1,1.2,0,7.4,3.7,0,0.3,0,1.1,0,18
6,11,1999,51.7,3.1,3,12,0,4.7,0.3,14.3,0,5.4,48
7,11,1999,0,0,0,5.9,7,0,20,24.6,0,19.3,33
8,11,1999,0,0,0,3.8,2,0,0.2,0.8,2.7,0.3,6.4
9,11,1999,0,0,0,0,0,0,0,0,0,3,14.6
10,11,1999,0,0,0,0,0,0,0,0,0.4,2,14.4
11,11,1999,0,0,0,5.4,2,3.5,0,0.2,1,26.1,19
12,11,1999,8.2,0,0.7,16.3,0.8,10,1.1,9.8,0.2,27.4,19
13,11,1999,0,2.6,2.5,0.4,2.5,0,0.5,0,0.2,22.4,0
14,11,1999,21,0.7,4,0,6,7,10.5,21.3,23.6,10,51
15,11,1999,23.8,11.5,11.7,6.4,0.3,2,6.3,3.3,0.3,0,48
16,11,1999,0,0,0,0,4.5,0,0,0,1,0,0.2
17,11,1999,16.2,22.1,15.8,16.9,27.5,6,5.1,7,4.8,36.5,54
18,11,1999,2.4,2.7,2.7,6.9,17.2,20,3.7,8,11.2,12.3,7
19,11,1999,17,3.5,0,7.1,9.5,0.1,29.4,10.7,1,7,49
20,11,1999,8.1,2.2,2.4,24.4,17,25,27,15,25.8,24.5,2
21,11,1999,13.7,9.4,7.9,16.5,23,5.5,57.4,2.5,3.6,38.1,47
22,11,1999,1.9,4.8,20.3,5.1,8,6.6,10.4,15,7,9.5,58
23,11,1999,0.2,0,3.1,6.3,7.8,8.5,10.3,7.2,2.5,30.6,33
24,11,1999,1.2,0.9,0.8,12.7,7,11,11.1,0.5,0,13.3,10
25,11,1999,0.5,0,0,0.3,10,0.5,7.4,10.6,0.1,45,0
26,11,1999,3.6,0,1.8,0.7,1.5,8,5.5,3.6,0,7,0.7
27,11,1999,0,0,0,5.9,1.2,0,0,0,0,0.7,2.8
28,11,1999,0,0,0,0,0,0,0,0,0.4,0,0
29,11,1999,0,0,0,0.4,0,0,0,0,0,0,3.3
30,11,1999,13.9,17,23.6,10.8,16.7,50,16.9,7.6,11.5,21,32
1,12,1999,0.5,0.5,1.2,8.1,22,2.2,2.6,2.9,0,8,15
2,12,1999,0,4.3,0.7,0.9,1.8,5,0,0.5,0.4,4.2,0.5
3,12,1999,0.1,0,0.6,0.4,0.2,0,0.3,0.5,5,0.4,3.2
4,12,1999,10.7,0.3,0.3,6,2,23.8,5,1.5,13,20,72
5,12,1999,0.8,1.2,0.3,10.2,0.2,7.6,6.5,8.5,7,9.5,1
6,12,1999,0.1,0,15.5,7.1,7.8,0,3.2,2,0,1.4,14
7,12,1999,0.4,1.7,0.3,2,0.4,5.4,0,0,0.8,0.2,14
8,12,1999,0,0,0,0.4,0,0,0,0,0,0,47
9,12,1999,0.5,0,0,0.3,0.7,0,0.8,3.5,1.2,21,76
10,12,1999,0,0,0,0,0,0,13.5,0,0,1.6,71
11,12,1999,3.2,0,0,0.3,0,45,0.6,0,0.6,0,102
12,12,1999,9.7,9.9,2.3,11.3,10,2.8,16,7,0,10.2,7
13,12,1999,6.2,0.5,0,4.4,0.5,0,1.4,0,0,4,15
14,12,1999,9.2,1.7,0.3,9.5,4,12,1.3,1,5.7,2,119
15,12,1999,12,1.5,0.5,3.6,1.5,22.6,10.8,22.5,2,8.7,18
16,12,1999,16.8,0.8,0.1,18.6,7.9,6.2,8.2,3.8,0,6,34
17,12,1999,4.5,0,0.6,7.7,1,7.2,0,0.5,13,0.4,14
18,12,1999,0,0,0,6.2,0.8,0.7,1.5,2,0,4.6,23
19,12,1999,13.5,0,0,0.6,0,3.3,5.2,0.6,0,9,24
20,12,1999,0,1.1,1.1,6.7,1.3,2.2,1.7,10.9,5,15.5,42
21,12,1999,7.4,0.2,1.9,6.6,10.4,7,0.5,5.5,2,9.7,69
22,12,1999,8.8,18.1,14.6,23,21,20,12.6,18.1,5,26,15
23,12,1999,1.2,0,0.2,2,3.8,11,0.5,6.9,0,9,0
24,12,1999,38.2,32.4,69.1,51.4,6,5,1.5,3,0.2,5.8,6
25,12,1999,0,0,0,0.3,0,0,0,0,0,0,0.3
26,12,1999,0,0,0,0,0,0,0,0,0,0,8
27,12,1999,0,0,0,0.3,0,0,0,0,0,0.3,0
28,12,1999,0,0,0,0,0,0,0,0,0,0,16
29,12,1999,0,0,0,0,0,0,0,0,0,0,0
30,12,1999,0,0,0,0,0,0,0,0,0,0,0
31,12,1999,0,0.3,0,0,1.5,0,0,0,0,0.3,68
1,1,2000,3.3,0.5,0.8,1.7,0.6,0,0.1,1,0,3,28
2,1,2000,18.4,0,0,4.2,7,0,14.5,5,0,26.9,5
3,1,2000,0,0,0,10.4,4.5,2,1.8,24,0,7.5,0
4,1,2000,0,0,0,8.1,0,2.2,0,0,0,1.5,0
5,1,2000,0.6,0,0,2.8,1,0,0,0,1.2,12,32
6,1,2000,18.7,1.1,1.5,14.5,32,2.4,17,37.7,15,60.6,24
7,1,2000,15,5.2,3.1,20.1,19,1.5,3.1,1.5,2,17,3.2
8,1,2000,0,0,0,4,4.4,0,0,0,0,1.7,0
9,1,2000,17.1,6.5,5.1,0.8,0,0,0,0,1,0,35.9
10,1,2000,3.6,0.6,0,3.5,14,0,1.1,5,0,8,2
11,1,2000,0,0,0,1.7,4,0,0,0,1.6,0,0
12,1,2000,0,0,0.6,10.3,0,0,0,0,0,0.5,0
13,1,2000,0,0,0,0,0,0,0,0,0,0,3
14,1,2000,0.4,1.1,0,0,0,1.5,0,0,18,2.5,26
15,1,2000,8.7,10.7,11.4,11,3.2,0,2.6,27.8,4,22,14
16,1,2000,44.7,3.4,0,12.9,6.2,3,3.6,10.5,5,17.4,30
17,1,2000,4.7,11.4,1.4,4,1,0,1.6,1.5,1.7,9.5,3
18,1,2000,0,0,0,0,0,2.4,0,0,0,2.6,8
19,1,2000,0,0.3,0,0.3,1,0,0,0,0,0.2,0
20,1,2000,0,0,0,0.6,0,0,0,0,0,0.2,3
21,1,2000,0,0,0,0,0,0,0,0,0,0.1,7.2
22,1,2000,0,0,0,0,0,0,0,0,0,0,23
23,1,2000,0,0,0,0,0,0,0,2,0,21.5,7
24,1,2000,0,0,0,0,0,5.4,1.5,0.5,0.6,4,10
25,1,2000,3.7,0.3,0,19.5,0.1,2.4,0,0,0.5,29,13
26,1,2000,0,0,0,18.7,7.2,4,8.9,28.5,37,3,12
27,1,2000,0.6,0,0,10.5,3.2,0,3.7,0,10,0.1,9
28,1,2000,8.2,8.3,1.7,1.9,13.8,0,0,0,0,29.1,3
29,1,2000,11.7,0.7,0.3,26.1,7.4,0,5.8,0,0,31,5
30,1,2000,12.7,17,6.2,4.8,9.5,4.4,15.9,3.4,0,3.6,0
31,1,2000,NA,0.3,0.3,6.8,2,3.5,0,0.6,10,6,0
1,2,2000,0.4,0,0,0.7,0,3.4,1,0.3,0,3.2,11
2,2,2000,3.1,0,0,7.3,0,1.4,0.6,3.3,12,11,44
3,2,2000,4.9,0,18.7,5.5,3,0,0.3,2,0,1.2,12
4,2,2000,1.9,0,3.6,1.4,0.3,1.6,3.9,3.4,0,3.4,4
5,2,2000,0,35.5,17.9,0.4,0,0,1.1,0,0.2,3,1.2
6,2,2000,0,0,0,0.2,0,0,0.2,0,0,1,0
7,2,2000,0,0,0,0,0,0,0,0,0,0,0
8,2,2000,0,4.2,0.1,0,0,0,0,0,0,0,2
9,2,2000,0,0.3,0,3.4,4,0,0,0,0,8.5,19
10,2,2000,0,0.3,0,1.2,0,0,0,0,0,1,13
11,2,2000,0,0,0,0,0,1.4,9.2,4.3,0,25,24
12,2,2000,0,0.2,0,7.2,0,0,0,0,1,0,14
13,2,2000,0,0,0,1.9,0,0,3.9,0,0,0,0
14,2,2000,0,3.7,0,0.3,0,0,0,0,0,0,44
15,2,2000,0.5,3.9,1.5,16.5,0.2,0,0,0,0,3,3
16,2,2000,10.4,1.9,2.7,16.6,4.1,25,37.8,0,0,30.2,0
17,2,2000,0.8,0.2,0.4,10,11.4,0,0.4,0,7,19.2,0
18,2,2000,0,0,0,5,13,0,0,6.8,0,15.3,23
19,2,2000,17.8,0.4,3.7,17,4,20,1.2,0,4,18,1.8
20,2,2000,1.6,0,0.3,8.1,7,9.5,1.9,16.7,0,8,0
21,2,2000,0,29.6,3,9.1,12,0,14.4,22.8,5.2,34,24
22,2,2000,16,0.2,2.8,7.1,10,0,1.2,0.8,0,13.5,49
23,2,2000,7.7,0.4,0,4.8,0,3.5,19.2,1.6,2.1,25.9,2.6
24,2,2000,16.6,20.8,2.7,13.9,14,12.5,8.5,10,10,18.8,3
25,2,2000,21.3,16,12,24.7,1.3,13.5,23.2,20,1.6,17.2,29
26,2,2000,1.2,36.2,6.1,15.2,7,2.5,0.6,0,0,13,20
27,2,2000,7.6,13.3,19.9,13.4,13,9.5,6,31,7,17.7,0
28,2,2000,0.4,0,0,3.1,3,0,0,1,0,0,9
29,2,2000,0.4,5.5,2,1.9,0.5,6.5,3,6.5,27,21.5,2
1,3,2000,0,0,0,0.1,1.6,0,0,0,0,0,0.2
2,3,2000,0,0,0,0,1.1,2.5,0,0,0,0,39
3,3,2000,1.3,2.1,1.8,0.1,3.2,17.6,0.8,0,20,11,14
4,3,2000,0,2.3,0,0.3,1.4,0,0.6,0,0,0.3,0
5,3,2000,0.2,0,0,0.5,0,3,0.1,3.2,0,0.4,5
6,3,2000,32,5.6,26.9,0.3,0.2,10,1,6.4,32,7.5,6
7,3,2000,22,1.5,5.6,0.4,0.7,28,7.8,19.6,7,26.7,9
8,3,2000,14,6.1,1.7,5,1,8,7.3,3.6,3,30,2.3
9,3,2000,2,0.3,0.2,8.2,5,14.5,4.4,9.4,4,8,0
10,3,2000,0,0,0,1.3,0,0,0,0,0,0,32
11,3,2000,0.2,0,0,0,0,8.5,0.2,10.2,0,9.5,27
12,3,2000,1,2.9,2.8,7.1,7,30,6.9,18.6,9,6,7
13,3,2000,0.2,2.9,5,6.5,0,0,0,0,0.5,0,6
14,3,2000,0.1,2.1,0.1,6.2,1.2,16,3.5,3.2,3,4.7,2
15,3,2000,0,0,0,0,0,0,0,0,0,0,16
16,3,2000,0,0,0,0,0,3.5,6.7,0,6.2,4.5,1
17,3,2000,0,0,0.5,0.2,0.6,3.4,4.5,0,11,9.5,6
18,3,2000,16.6,2.1,16.2,2,5,8,0.9,0,14,29.5,3
19,3,2000,1,22,4.1,4.8,0.4,12.4,13.6,26,6.6,2,14
20,3,2000,0,0,0.1,0.4,0,0,0,0,0,0,37
21,3,2000,0.5,0,0,0,0,0,0.1,0,0,18.5,4
22,3,2000,12.5,3.2,29,11.2,1.2,0,0,0,21,5.3,135
23,3,2000,1.8,0.5,0.2,14.5,8,0,0.7,18,5,27.8,25
24,3,2000,25.5,23,12.8,12.6,0.6,2,2,1.8,0,25.5,9
25,3,2000,2.5,0,0.3,1.4,4,1,1,0,0,4.6,1
26,3,2000,7.4,3.7,1.1,16.9,13,0,2.5,3.6,0,2.8,0
27,3,2000,0.5,0.5,0.7,8,8,0,3,0,0,0.4,0.2
28,3,2000,0,0,0,1.6,5,0,0,0,0,1.5,0
29,3,2000,17,6.2,3.5,4.2,2,20,0.7,1,0,0.3,80
30,3,2000,7,3,1.9,3.9,4,0,8.3,8.8,5,5.7,20
31,3,2000,0,0,0,0,0,0,0,0,0,5.4,22
1,4,2000,0,0,0,1.9,0,12,0.9,11.6,0,0.7,1
2,4,2000,42,3.6,1.2,0,0,0,0,0,0,0,20
3,4,2000,3.7,14.4,30.2,17.6,0,14,3.8,3.5,0,9.5,9
4,4,2000,2.7,1.8,5.8,6.3,10,10,12.5,16,1,29,0.7
5,4,2000,0,0,0,2.5,0,0,0,0,0,0,13
6,4,2000,0.2,0,0,0.3,0.2,5,0.1,0,1,1.8,12
7,4,2000,0,1.3,0.2,10.9,0,0,2,4.5,5,1.2,29
8,4,2000,0,0,0,0,0,0,0,0,0,0,6
9,4,2000,0,0,0.5,0,0,7.2,0,0,0,0,70
10,4,2000,0,0,0,0,4.7,0,0,2,0,13.5,1
11,4,2000,1,2.5,0,9.4,0,12.6,22.3,24.6,4.6,25,0
12,4,2000,2,1.5,4.4,17.5,35.2,23.9,12.5,8.9,12,38,0
13,4,2000,0.5,3,4.8,2.6,17,19.8,14,8.3,6,6,0
14,4,2000,1.7,2,0.2,5,1.5,8.8,0.2,0,7,0,0
15,4,2000,41.5,0,2,3.2,2.5,0,24.8,0,0,1.1,0
16,4,2000,2.3,0,0.4,7.1,17,69,36.6,22,9.9,13,22
17,4,2000,0.7,1.4,5.7,1.6,2.5,0,1.3,1.2,0,1.3,1
18,4,2000,8.1,0.8,0.4,3.6,0,0,0.9,0.5,0,0,8
19,4,2000,0,0,0.2,0.7,0,0,0.4,0,10.3,3.6,7
20,4,2000,0,0,0,3,0,1.2,0,2,0,21,66
21,4,2000,0.1,0,0,0,0,0,0,6.4,0,0,3
22,4,2000,20.2,9.4,0.8,3.8,0,45,18.5,1.3,56,10,12
23,4,2000,4.1,0,18.9,1.7,0,0,5.3,23.6,1.1,1.3,2
24,4,2000,1.6,0.3,0.1,1.1,0,0,4,2.8,2,2.7,19
25,4,2000,4.8,0,0.3,0.2,0.5,0,0,0,0,0.6,2
26,4,2000,0.5,0,0,0.7,0,0,0.9,1,0,0.5,0
27,4,2000,0,0.9,0,0.1,0,0,0,0,0,1.6,2
28,4,2000,3.3,15.5,6.3,0.3,3,8.4,17.8,10,14,5.2,73
29,4,2000,1.7,0,0.4,0.9,0,0,0,0,1,0,1
30,4,2000,0,1.2,0,0.1,0,0,0,0,3.6,17.5,55
1,5,2000,0,0,0.2,15.1,2.4,0,5.6,0,10,33.2,5
2,5,2000,0,0,0,1,1.2,0,0,0,0,0.2,10
3,5,2000,2.3,0,0,0,1,0,0.1,1.5,0,0.4,120
4,5,2000,6,3.1,15.4,0.2,0,3.4,3.7,2,5.1,18.6,32
5,5,2000,15.5,3.1,1.4,15,15,52,25.6,0,21,60,96
6,5,2000,0.5,0.9,0.5,1.4,2,1,1.2,4,0.4,14.2,4
7,5,2000,30,2.3,2.8,18.6,10,10.4,8.7,25.2,19,42,32
8,5,2000,0.2,1,2.1,0.2,5,8.4,5.4,2.6,0,6.6,1.2
9,5,2000,0,0,0,0,0.2,0,0.1,0,1.6,0,8
10,5,2000,0,0.8,0.3,0,0.4,0,0,0,0,0,1
11,5,2000,17.5,2.8,13.1,0,0,8.2,21.5,0.2,7.8,21,69
12,5,2000,2.3,17.3,3.8,7.5,4,6.4,2,2,4.1,4,9
13,5,2000,6.1,0.6,0,0.6,1,0,1.5,4,0,7,80
14,5,2000,0,0.4,0,5.5,5.2,2.4,0.7,6,1.3,8.2,9
15,5,2000,0,0,0,2,2,0,0,0,0,0,2
16,5,2000,6.5,2.8,0.1,7.1,5.2,11.4,1.3,4.6,0.5,6,35
17,5,2000,3,9.3,5,3.6,4,1.5,0.8,1.4,2.2,3.2,2
18,5,2000,73.5,65,62.8,6.9,13.5,60,17,45,20,56.5,71
19,5,2000,20,3.9,9.8,13.3,11.8,10,7.6,13,3.9,9.8,1
20,5,2000,6.4,17.4,7.8,15,8,13.2,23.3,0,17,27.5,68
21,5,2000,3.6,11.6,1.3,1.2,7,1,2.4,9.2,3.8,1.7,1
22,5,2000,0,11.2,21.2,0.4,10,12.8,0.9,1,55,34,9
23,5,2000,0,0,0,0,0,0,0.2,0,0.4,0.3,85
24,5,2000,0.5,0,0.4,1.2,0.1,1.4,0,0,2.1,4.3,3
25,5,2000,0,0,0,0,0.4,0,3.7,13,3.7,0.4,22
26,5,2000,0,0,0,0,0.4,0,0,2.4,0,0,6
27,5,2000,3.4,0,0,0.1,1,0,1,0,0.6,1,96
28,5,2000,NA,4.2,3.1,0.7,0.4,6.8,4.4,10,3.1,18.6,21
29,5,2000,31,20.9,7.2,5.8,4.3,14.8,34.5,14.2,66,82.5,34
30,5,2000,0,3.8,4.3,3.2,0.6,9.6,7.8,9.2,2.2,9,2
31,5,2000,0.6,0.9,0.4,1.3,0.5,0.5,0.3,1,1.1,2.5,2.2
1,6,2000,1.8,0,0,0,0.6,1.5,0,0,0.2,8,0.2
2,6,2000,0.2,0,0,1.3,0,0,0,0,0,1.5,15.2
3,6,2000,1.8,0,0,0,0,2.4,7.3,0,0.5,14.5,11
4,6,2000,0,0.6,0,3.1,7.8,2.6,1,3,0,3,7.5
5,6,2000,0,0,0,0.3,0.2,0,0,10,0,0,14
6,6,2000,5,1.6,4,6.1,2,2.5,34.6,17.4,22,1.6,4
7,6,2000,0.2,1.9,0,1.7,0.5,0,0.2,0,0.5,8.4,10
8,6,2000,5.5,0.7,2.3,4.2,0,1.5,0.2,3,0,1.5,41
9,6,2000,0,0.1,0,0.2,0.2,5.4,6.5,3.6,1.6,39.3,15
10,6,2000,0,0,0,0,0,5,0.3,0,14,0,1
11,6,2000,0.1,0.3,0,0.5,3.5,0,0,2.5,0,0,3
12,6,2000,0,1.4,0.7,0.3,1,4.5,20.3,3,0.8,0,2
13,6,2000,0,0.5,0,0.2,0.5,0,0,0,0,0.3,2
14,6,2000,0.3,0,1.2,0.3,0,0,0.4,0,0,0.7,39
15,6,2000,0.2,1.1,0,10.6,4,7.4,4.1,0,1.2,27,30
16,6,2000,12.4,11.6,6.6,6.8,13.5,11.5,8.1,10.6,19,19.2,50
17,6,2000,1.7,3.6,4.6,3.5,0,2.4,1.7,12,0.2,3,9
18,6,2000,1.6,0,0,0.5,0,4.7,2.4,24,0,0,4
19,6,2000,0,0,0,0,0,0,0,0,0.2,14,1
20,6,2000,0,0,0,1.2,1.5,0,0,0,0.4,6.2,3
21,6,2000,20,0,0,0.3,0,3.5,0.7,12,8,0,21
22,6,2000,9.1,0.5,0.7,12.7,3,3.5,0,3.4,16,21.6,33
23,6,2000,13.6,3.3,29.4,16.9,9.2,13.7,10,0,17,16,21
24,6,2000,7.9,4.3,3.1,12.6,6,3.4,1.2,0,5,8.6,2
25,6,2000,0.4,0,0,0.2,4,0,0.3,17,2.4,3,39
26,6,2000,0.9,0,0,0,0.5,0,0,2,0,0,4
27,6,2000,0,0,0,0.8,2.1,0,0.2,0,0,0,2
28,6,2000,0,0,0,0,0,0,0,0,0,0,61
29,6,2000,0,0,0,0,0,0,0,0,0,0,13
30,6,2000,0,2.4,0.5,0.3,0.3,0,0,0,0,0,12
1,7,2000,0.1,0,0,0.3,0,0,0,0,0,0.5,32
2,7,2000,0.4,0,0,0,0,0,0.2,0,0,0,5
3,7,2000,0,0,0,0.2,0,0,0,1.5,0,0.4,0
4,7,2000,26.1,2.3,2.2,4.9,0,0,10.2,0,17,5.5,73
5,7,2000,0.3,0,0,0.8,0,0,0,0,0,0.2,3
6,7,2000,0.4,14.3,0,0.6,0,0,0,0,0,0,9
7,7,2000,0,0,0,0,0,0,0,6,0,0,0
8,7,2000,0,0,0,0,0,0,0,7.3,0,0,11
9,7,2000,0,0,0,0,0,0,0,0,0,0,2
10,7,2000,0,0,0,0,0,0,0,0,0,4.9,29
11,7,2000,0,0,0,0,0,0,0,0,0,0,4.8
12,7,2000,0,0,0,1.3,0,8.4,2.4,2.8,0,0.2,8
13,7,2000,0.2,32.5,18.3,0.4,0,4.6,1.3,4.3,0.2,1.4,13
14,7,2000,0,0,0,4.8,2,0,0,0,6.2,6.7,38
15,7,2000,0,0,0,0.3,0,0,0,0,0,0,32
16,7,2000,0,0,0,0,0,0,0,0,6,0,73
17,7,2000,0,0,0,0.3,0,0,4.5,0,0,19.6,5.6
18,7,2000,0,0.9,10.6,4.6,5.5,2.4,6.7,0,2,1.2,12
19,7,2000,1.7,13.7,6.8,3.7,1,1.8,0.3,2.3,5.5,4.6,8
20,7,2000,5.4,11.8,3.2,15.7,1,2.4,4,1.3,21,14.6,93
