"day","month","year","26055070_UnivdelValle","26075010_PalmiraIca","26075040_AptoABonilla","26095080_Tenerife","26105140_Barragan","26105150_SanMarcos","26105160_AptoFarfan","26105230_Mateguadua","26115040_CentAdmoLaUnion","26125130_Cumbarco","54075020_BajoCalima"
1,1,1981,NA,0,0,4.8,0,NA,0,NA,0.4,1,2
2,1,1981,NA,0,0,1.8,0,0,0,NA,0,0,0
3,1,1981,NA,0,0,0,0,0,0,NA,0,0,12.3
4,1,1981,14.5,0,0,0,0,0,0,NA,0,0,2
5,1,1981,6.2,0,0,0,0,0,0,NA,0,0,3.8
6,1,1981,0,0,0,1.3,0,0,0.4,NA,0,0,3.5
7,1,1981,1.1,0,0,1.4,0.5,0,0,NA,0,0.4,87.7
8,1,1981,1.2,0.1,0,1,0.1,0.2,0,NA,0,0,8
9,1,1981,0,0,0,2,0.3,0,0,NA,0,0,1
10,1,1981,0,0,0,0.4,0,0,0.1,NA,0,0,14.9
11,1,1981,0,0,0,1.4,0,0,0.1,NA,0,0,10.5
12,1,1981,0.1,0,0,0.1,0.5,0,0,NA,0,3,146
13,1,1981,3.3,2,2.1,2.3,0,0,0,NA,0,0,19.8
14,1,1981,0,0,0,6,0,0,0,NA,0,0,0
15,1,1981,0,0,0,0,0,0,0,NA,0,0,82.8
16,1,1981,0,0,0,0,0,0,0,NA,0,0,0
17,1,1981,0,0,0,0,0,0,0,NA,0,0,9.3
18,1,1981,0,0,0,0,0,1.5,0.1,NA,0,0,6.1
19,1,1981,0,0,0,0,0,0,0.1,NA,0,0,2
20,1,1981,0.2,0,0,0,0,0,0,NA,0,0,1.4
21,1,1981,0,0,3,0,0,0,0.2,NA,3.5,0,4.2
22,1,1981,0,0,0,0,0,0,0.1,NA,0,0,0
23,1,1981,0,0,0,0,0,0,0,NA,0,0,4.7
24,1,1981,0,0,0,0,0,0,0,NA,0,0,1.6
25,1,1981,0,0,0,0,0,0,0.3,NA,0,0,5.8
26,1,1981,0,0,0,0,0,0,0,NA,0,0,1.2
27,1,1981,8,2.1,0,0,0,0,0.1,NA,0.1,0,43.2
28,1,1981,0,0,0,0,0,0.1,0,NA,0.6,1,10.3
29,1,1981,0,0,0,0,0,1.2,0,NA,0,0,5
30,1,1981,38.2,0.5,7.5,9,0.2,0.4,0,NA,0,5,3.5
31,1,1981,2.3,2,1.7,4.5,0.3,0,0,NA,0,1,1.5
1,2,1981,13.4,NA,4.4,0.7,0,0,0,NA,1,5,5.3
2,2,1981,0,NA,0,0,0,0,0,NA,1.5,7,26
3,2,1981,6.3,NA,0,5,3.5,22.9,1.8,NA,11.5,2,44.9
4,2,1981,6.9,NA,21,5.2,2.1,0.6,1.1,NA,0.8,0,11.1
5,2,1981,4.4,NA,0.4,9.4,3.7,1,12.7,NA,1.2,10,1
6,2,1981,0,NA,0,2.2,0.2,0,0,NA,0,0,15.2
7,2,1981,0.1,NA,0,0.4,6,2.1,0,NA,0,0.3,5.8
8,2,1981,1,NA,0,5.6,0,0,0,NA,0,12.8,0
9,2,1981,0.1,NA,0,6.6,0,12.5,3,NA,0,2.8,2.8
10,2,1981,0,NA,0,0,0,0,0,NA,0,0,0
11,2,1981,0.4,NA,8.3,22.4,1,43.1,40.7,NA,6.5,8.6,1.3
12,2,1981,1.9,NA,1,0.3,0,0,0,NA,0,0.6,0.6
13,2,1981,20.5,NA,12.4,13.3,0.2,4,0,NA,0,2,1
14,2,1981,0,NA,0,0,4,4.3,1.3,NA,0,4.6,0
15,2,1981,3.6,NA,0,0,1.5,0,0,NA,0,0,1.4
16,2,1981,2.5,NA,0.1,3.2,0,14.7,1.8,NA,3,10,3
17,2,1981,1.5,NA,3.2,0,0,0,0.1,NA,0,0.4,3.8
18,2,1981,17.7,NA,0,0.6,0,3.3,0.1,NA,1.5,10,0.2
19,2,1981,12.6,NA,50.3,10.3,2.4,3.5,0,NA,0.5,10,6
20,2,1981,0,NA,0,0.8,5,0,5.3,NA,0,1,4
21,2,1981,11.6,NA,0,2.3,0,1.2,2.5,NA,4,0,2
22,2,1981,6,NA,2.7,0,0,6.1,5.4,NA,2.5,7,75.4
23,2,1981,13.1,NA,14.3,10.4,0,13,13,NA,4.5,10,36
24,2,1981,0.1,NA,0,0.6,0,0,0.2,NA,0,0,55.9
25,2,1981,0,NA,0,0,4,0,0.1,NA,0,0,48.1
26,2,1981,0,NA,0,0,0,0,0,NA,0,0,0.4
27,2,1981,0,NA,0,0,0,0,0,NA,0,0,0.7
28,2,1981,0,NA,0,0,0,0,0.1,NA,0,NA,0.5
1,3,1981,0,NA,0,0,5,0.2,0,NA,0,0,1
2,3,1981,0,NA,0,0,0,4.9,1.3,NA,2.2,17.4,17.1
3,3,1981,0,NA,0,0,2.8,0,0,NA,0,0,3.6
4,3,1981,0,NA,0,0,0,1.5,0,NA,0,0,104.3
5,3,1981,24.2,NA,34.3,18.5,0,30.4,5.5,NA,3,7.6,24.6
6,3,1981,0.4,NA,0.2,8.6,0,2,3.2,NA,0,0,2.7
7,3,1981,12,NA,0,2.4,8,1.5,3.7,NA,9.2,0,86.3
8,3,1981,0.5,NA,3.2,3,0,2.2,0.2,NA,33.3,4.5,1.7
9,3,1981,15.6,NA,70.8,4.9,0,16.4,8.5,NA,13,2,38
10,3,1981,15,NA,22.8,19.4,NA,25.5,3,NA,0,2.3,7
11,3,1981,0,NA,0,0,NA,0,0,NA,0,0.1,1.3
12,3,1981,0,NA,0,0,NA,6,0.5,NA,4.6,4.6,0
13,3,1981,0,NA,0,0,0.3,0,0,NA,1.4,0,0.4
14,3,1981,7.5,NA,3.5,5.3,0.1,45,8.5,NA,4.6,19.3,3
15,3,1981,0.1,NA,0.1,6.8,2,0,0,NA,0,0.2,20.7
16,3,1981,0,NA,0.4,0,0,0,0.5,NA,0,0.3,0
17,3,1981,0,NA,0.5,2.4,10.3,0.3,0.8,NA,0,7,1.2
18,3,1981,0,NA,0,0,0,0.1,0,NA,0,0.1,0
19,3,1981,0,NA,0,0,1.1,0,0,NA,0,0.1,0
20,3,1981,0,NA,0,0,0,2,33.8,NA,1,8,49.3
21,3,1981,3.3,NA,0.6,3.2,0.7,0.7,3,NA,0.2,10,43.7
22,3,1981,0,NA,0,1.6,0.1,0,0,NA,0,6.2,2.9
23,3,1981,0,NA,1,0,NA,0,1.5,NA,0,0,5.5
24,3,1981,0,NA,0,0,NA,0.5,0,NA,0,5,0
25,3,1981,14.6,NA,1.9,0,0,4.8,1.1,NA,7.5,0.4,31.4
26,3,1981,7.6,NA,0,0,3.7,0,0,NA,0,1.2,1.1
27,3,1981,0.6,NA,0,1.2,1.4,0,1,NA,0,0,0
28,3,1981,5,NA,0.4,2,0,3.8,73.3,NA,11.4,7.7,4.5
29,3,1981,0.1,NA,0,0.6,0,1,0,NA,0,42,0
30,3,1981,0,NA,0,22.3,0,0.3,0.4,NA,0,8.2,0
31,3,1981,0,NA,0,0,4.5,0,0,NA,0,0,5.7
1,4,1981,0,0,0,0,0,0,0,NA,0,0,0
2,4,1981,0,0,0,18.6,9,0,0,NA,0,1.6,38.4
3,4,1981,0,0,0,0,0,0,0,NA,0,3.4,4.8
4,4,1981,27.1,28.5,37.3,0.3,NA,18,8.5,NA,2.5,7.8,20
5,4,1981,19.6,14.8,13.6,14.2,14.6,9,4.8,NA,7.9,13.2,12.6
6,4,1981,0.2,0,0,0,0,0,0,NA,0,1.8,26.5
7,4,1981,10.5,0,1,0,0,0,5.1,NA,5,1.4,40.7
8,4,1981,3.8,2.2,1.3,0.5,0,1,1,NA,4.2,10,9
9,4,1981,0,0,0,0,0,0,0,NA,0.1,1.1,4
10,4,1981,0,0,0,0,0,0,0,NA,0,0,117
11,4,1981,12.5,0,0,0,0,0,1,NA,0,0.5,20.6
12,4,1981,2.8,0.2,0.3,0.5,0,12.6,6.1,NA,4.7,11.2,8.7
13,4,1981,0,6,6.5,23.4,0,1.1,2.5,NA,14.5,4,1
14,4,1981,3.7,5.5,4.9,10.5,12.8,0,2.3,NA,13,11.5,47.1
15,4,1981,6.8,27.7,31.9,10.6,0,9.4,2.7,NA,3,14.5,82
16,4,1981,2,0,0,2.4,NA,48,0,NA,2,7,75.7
17,4,1981,53.8,7.5,1.8,1.6,NA,6.6,2.9,NA,11.3,12.5,4.4
18,4,1981,66.5,90,36,38.2,8,74.5,30,NA,24.6,30.6,80.1
19,4,1981,11.6,6.4,8.7,4.5,10.2,10,2.2,NA,8.6,2.7,0.6
20,4,1981,0,0,0,1.5,12.6,0.2,0.2,NA,0,32.8,0.4
21,4,1981,29.7,20.4,7.3,1.3,10,0.4,0,NA,0.5,36,4
22,4,1981,1,1.5,0.9,9.4,0,19.2,4.9,NA,19.5,8,6.2
23,4,1981,4.8,20,6.1,15.4,0,14.1,9.8,NA,4.4,13.8,4.5
24,4,1981,2,0,0,6.3,2,0.3,0,NA,0.5,0,40.9
25,4,1981,0.4,0,0,4.6,0,0,0,NA,0,0,24.1
26,4,1981,0,0.3,3,0,0,0.8,2.3,NA,1.8,1.3,97
27,4,1981,17.8,9.3,24.8,9.9,10.4,2.7,19.6,NA,5.7,29,36
28,4,1981,17.7,1.9,1.5,32.7,0,27.6,14.8,NA,0,4.2,0.7
29,4,1981,0,0,0,1.3,7.3,0,2,NA,0,5.5,0.6
30,4,1981,10.2,16.2,3.6,12,7.6,12.4,19.2,NA,8.7,14.5,43.1
1,5,1981,0,0.2,0.2,2.2,4.2,2,0.7,NA,1.6,17.8,5.5
2,5,1981,47.9,2.6,3,11.5,6.4,8.3,2.3,NA,23,51.6,44.6
3,5,1981,9.5,3.6,24.5,7.5,0,12.1,0.7,NA,0,0.3,1.4
4,5,1981,8.1,15,9.6,9.3,2.9,2.1,3.3,NA,1.7,6.5,18.5
5,5,1981,9.1,9.6,7.8,35.6,23.5,6,5.7,NA,45.3,16.2,5
6,5,1981,0,0,0.2,1.9,4.4,1.4,1,NA,0.4,5.3,0
7,5,1981,13.1,10.7,7.5,18.8,16.2,14,5.3,NA,1.7,13.4,42.8
8,5,1981,0.2,0.2,0.2,2.4,1,1,0,NA,0.5,0.5,0
9,5,1981,0,0,0,1.8,0,0,0,NA,0.2,0,3
10,5,1981,24.4,0.3,0,12.1,10,8.8,32,NA,0.7,29.8,97
11,5,1981,0,0.1,0,3.6,11,0.7,2.5,NA,5,3.5,0.4
12,5,1981,0,0,0,0,13.4,0,0,NA,0,0,2.5
13,5,1981,15,4.9,0.1,1.4,0,50,2.7,NA,0.1,15,28.7
14,5,1981,2.2,2.3,0.8,2.4,6.4,9,5.8,NA,0.3,1.6,0.5
15,5,1981,NA,9.1,17.8,2,2.4,1,17.5,NA,2.3,42.7,6.6
16,5,1981,NA,1.7,1,1.6,0,55,13.5,NA,7,7.2,6.2
17,5,1981,NA,22.1,0.4,2.5,0,3.5,0.6,NA,0,0.3,19.9
18,5,1981,NA,0,0,4.7,0,2.6,0.2,NA,0,0.5,60
19,5,1981,NA,0,0,0,0,0.8,0.2,NA,0,15,23.9
20,5,1981,NA,0,0,0,0,0,0,NA,0,0,6.6
21,5,1981,NA,0.5,0,0.4,0,0,0,NA,0.5,3.7,27
22,5,1981,NA,3,22.7,0.2,0,1.2,47.1,NA,2.3,11,230.7
23,5,1981,NA,22.6,15.2,4.5,0,40.4,34.4,NA,10.7,13.6,41.9
24,5,1981,NA,0.2,24.5,12.6,6,19.8,13,NA,4.8,47.3,0
25,5,1981,NA,12,11.4,17.6,4,8.5,8.5,NA,0.5,8.2,0
26,5,1981,NA,1.9,2.6,1.8,4,5.2,7.2,NA,7.2,5.1,99.6
27,5,1981,NA,1.8,1,8.3,4,2.5,0.5,NA,0.1,16,1.8
28,5,1981,NA,33,5.5,4,0,0,1.3,NA,2.2,8,72.6
29,5,1981,NA,14.8,13.2,4.2,13.4,11,48.2,NA,29.9,0,49
30,5,1981,NA,18.9,1.9,26.4,0,16.4,0.8,NA,0.4,26,0.3
31,5,1981,NA,0,0,0,2.2,22.6,1.3,NA,0.2,0.6,0
1,6,1981,NA,0,0,1.8,0,4,2,NA,1.6,15,2.7
2,6,1981,NA,0,0,0,0,0,0,NA,0,1.4,6
3,6,1981,NA,0,0,0,6,0,0,NA,0,8,0.4
4,6,1981,NA,0,0,0,0,0,0,NA,0,0,17.5
5,6,1981,NA,0,0,0.5,4,0,0,NA,0,0,17.4
6,6,1981,NA,0,0,0,0,8,1.3,NA,5.6,17.5,56.6
7,6,1981,NA,5.9,1.7,16.8,0,2.6,0,NA,0,10.5,2.3
8,6,1981,NA,10.6,10,16.6,6.2,5.7,40.4,NA,9.8,10.5,4.3
9,6,1981,NA,0,0,0.7,0,0,5.6,NA,45,18.7,0
10,6,1981,NA,0,0,0.2,0,0,0,NA,0.1,0.2,3.9
11,6,1981,NA,0.6,0.1,3.6,0,0,14.8,NA,3,0.8,66.3
12,6,1981,NA,11,25.1,1,0,2.1,5.5,NA,0,14.2,4.8
13,6,1981,NA,0,0,0,0,2.2,0.3,NA,0,1.2,2
14,6,1981,NA,0,0,0,2,0,0,NA,0,0,16.3
15,6,1981,NA,12.8,1.4,26.8,0,2.2,2.7,NA,12.6,13.5,8.2
16,6,1981,NA,0.3,0,5.3,6.2,0.7,0.5,NA,0.1,20,8.2
17,6,1981,NA,0,5.2,0,6.3,0.2,0,NA,0,4.2,12.3
18,6,1981,NA,0,0,0.5,0,4.6,8.4,NA,12.1,4,1.5
19,6,1981,NA,0.4,0.3,4.5,13.4,1.4,0,NA,0,4.7,28.7
20,6,1981,NA,0,0,0,0,0.2,0,NA,0,0,0.3
21,6,1981,NA,0,0,0,0,0.7,1.9,NA,0,0.5,6.4
22,6,1981,NA,0,0.1,0,0,9.2,1.9,NA,0.1,9.2,0.9
23,6,1981,NA,13.9,14.3,0.1,0,1.5,2.9,NA,2.1,8.6,8.6
24,6,1981,NA,0,0,0,0,0,0,NA,0,0,3
25,6,1981,NA,0,0,0.2,0,0,0,NA,0,0,5.4
26,6,1981,NA,0,1.5,0.3,0,0,0,NA,0,0,34
27,6,1981,NA,0,0,0.8,0,0,0,NA,8.1,0,25.4
28,6,1981,NA,1.2,0.5,0,2.2,0,0,NA,0,9.4,15.9
29,6,1981,NA,7.5,6.4,10.7,5.8,42,44,NA,3.5,20.6,18.5
30,6,1981,NA,0,4.8,1.8,2,18,0.7,NA,0,11,3.3
1,7,1981,NA,2.4,2.6,12.5,8,0,6.4,NA,8.7,5.5,10.8
2,7,1981,NA,2,0.8,0.6,1,0,0.2,NA,1,0.9,5.6
3,7,1981,NA,0.3,0,0,0,0,12.4,NA,0,4.6,69.5
4,7,1981,NA,0.5,0.2,0.1,0,0,1.6,NA,2,2.8,13.7
5,7,1981,NA,0.2,0.1,6.2,11.1,1.2,4.4,NA,19.6,10.2,93.7
6,7,1981,13.5,0,0,0.5,0,0,0.1,NA,0,0,0
7,7,1981,0.2,0,0,0,0,0,1.1,NA,0,0,33.5
8,7,1981,0,0,0,0,0,10.4,1.3,NA,0,0,4.3
9,7,1981,3,2.4,1.8,2.7,0,6,1.6,NA,0.2,15.9,20.4
10,7,1981,2.8,8,4.3,1.7,NA,0,1.2,NA,17,10,33.3
11,7,1981,0,0,0,0.4,NA,0,0.5,NA,0,0,47
12,7,1981,0,0,0,0,0,0,0,NA,0,0,1.7
13,7,1981,0,0,0,0,0,0,0,NA,0,0,15.1
14,7,1981,0,0,0.1,0.7,0,0,0.3,NA,0,0,0.6
15,7,1981,0.2,0,6.1,0,0,0,0.3,NA,0,20.2,3.8
16,7,1981,0,0,0,1.5,0,7,0.5,NA,16.2,2.8,11.8
17,7,1981,0.7,1.8,0.5,6.3,0,7.6,5.6,NA,15,23.3,47.2
18,7,1981,0.3,0,0,0.6,0,8.2,0.2,NA,0,0,12.9
19,7,1981,0,0,0,0,0,0,0.2,NA,0.1,0,2.3
20,7,1981,0,0,0,0.2,4,0,0,NA,22.2,48.4,24.4
21,7,1981,0,0,0,0.6,0,1.6,0.1,NA,0,0,0.5
22,7,1981,0,0,0,0,0,0,0,NA,0,0,4.3
23,7,1981,0,0,0,0,0,0,0,NA,0,0,104
24,7,1981,0,0,0,0,0,0,0,NA,0,0,4.8
25,7,1981,0,0,0,0,0,0,0,NA,0,0,82.5
26,7,1981,0,0,0,0,NA,0,0,NA,0,0,0.2
27,7,1981,0,0,0,0,NA,0,0,NA,0,0,46
28,7,1981,0,0,0,0,0,0,0,NA,0,0,33.5
29,7,1981,0,0,0,0,0,0,0,NA,0,0,2.2
30,7,1981,0,0,0,0,0,0,0,NA,0,0,17.2
31,7,1981,0,0,0,0,0,0,0,NA,0,0,3.4
1,8,1981,0,0,0,0,0,0,0,NA,0,0,18.1
2,8,1981,0,0,0.4,0,0,0,0,NA,0,0,22.2
3,8,1981,0,0,0,0,0,0,0,NA,0,0,7.8
4,8,1981,0,0,0,0,0,0,0.2,NA,0,0,8
5,8,1981,0,0,0,0,0,0,0,NA,0,1.8,45.4
6,8,1981,0,0,0,0,0,22.3,20.1,NA,0.3,5.4,0.7
7,8,1981,0,0,0.2,19,0,1.3,34.7,NA,8.1,10,7.2
8,8,1981,0.8,0,0,2.3,0,7.6,0,NA,1.7,5.5,51.7
9,8,1981,0,0,0,0,0,0,0,NA,0,0,18.4
10,8,1981,0,0,0,0,0,0.1,0,NA,0,0,60
11,8,1981,0,0,0,0.7,0,0,3.1,NA,0,1,15
12,8,1981,17.1,7.7,1.1,1.1,0,3.4,16.2,NA,7.4,29.5,104.5
13,8,1981,0,0,0,0,0,0,0,NA,0,0,43
14,8,1981,0,0,0,0,0,0,0.2,NA,0,0,6
15,8,1981,0,0,0,0,0,12.4,0,NA,0,0,25.6
16,8,1981,2.2,2.9,1.9,6.4,5.7,4.6,3.9,NA,0,1.5,6.7
17,8,1981,0,4.9,0.4,4.5,4.8,0,0,NA,0,22.3,0.9
18,8,1981,0,0,0,0.7,0,0,0,NA,0,31.2,39.5
19,8,1981,0,0,0,0,0,0,0,NA,0,0,14.2
20,8,1981,0,0,0,0,0,0,0,NA,0,0,76.2
21,8,1981,0,2,0,1.7,0,4.9,5.2,NA,0.9,3.5,23.5
22,8,1981,0.2,13.4,1.1,0.4,0,0,9.2,NA,0.5,0.6,134
23,8,1981,0,1.6,0.2,0,4,2,0,NA,0.3,0,47.4
24,8,1981,4.3,6.9,2.3,19.5,13.8,3.7,9,NA,5.9,15.6,31.2
25,8,1981,1.2,0,0,3.7,0,0,21.5,NA,0.4,3.4,58.1
26,8,1981,0,0,0.1,0.4,0,0,0.3,NA,0.3,1.1,25.5
27,8,1981,0,0,0,0.3,0,10,0,NA,0,0,14.4
28,8,1981,0,0,0,0,0,0,0.8,NA,0,0,37.2
29,8,1981,52.4,13.1,14.5,18.6,14.3,43.6,12.4,NA,3.5,7.5,83
30,8,1981,0,0.2,0.1,0,0,9.6,0.2,NA,0,4.2,0
31,8,1981,0,1.4,0.6,3.6,NA,0,4.3,NA,19.3,22.6,27.3
1,9,1981,0,0.8,0.1,2.2,0.4,8.5,0.7,NA,6.7,9,12.5
2,9,1981,3.5,0,0,0,0.3,1.1,0.2,NA,25.1,10.5,54
3,9,1981,2.1,0,0.2,0.6,0,3.7,0.4,NA,0,0,7
4,9,1981,0,0,0,0,0,0,0.2,NA,0,0,4.1
5,9,1981,3,0,0,0,0,0,0,NA,0,0.6,19.5
6,9,1981,0,0,0,0,0,0,0,NA,0.4,0,2.6
7,9,1981,2.5,1.4,0,0.4,7.2,33.8,0.2,NA,0,2.8,31.6
8,9,1981,2,5.2,2.7,6.3,10.4,0.5,67.5,NA,2.1,15.6,3.3
9,9,1981,0,0,0,0,0,0,0.2,NA,0,0,2.8
10,9,1981,7.5,0.5,1.2,5.8,0,62.8,3.5,NA,12.5,43.8,8.6
11,9,1981,0,1.5,45.4,1.1,0,0.3,0,NA,0.8,5.6,2.5
12,9,1981,0.5,0,0,1.6,NA,4.7,0,NA,3.5,8.1,66.9
13,9,1981,0,0,0,0,NA,0.4,0,NA,0,0,0.9
14,9,1981,3.1,4.1,2,0,0,0,0,NA,10,1,13.8
15,9,1981,0,1.5,0.2,0.4,0,0,0,NA,0,0,14
16,9,1981,0,0,0,0,0,0,0,NA,0,0,9.7
17,9,1981,0,0,0,0.3,0,0,0.2,NA,0,0,32
18,9,1981,0.7,6.1,1.2,0,0,0,0,NA,0,0,6.2
19,9,1981,0,0,0,1.3,0,9.2,3.2,NA,0.8,0,30.2
20,9,1981,0,0,0,0,0,0,0,NA,0,0,9.1
21,9,1981,0.7,0,0,0,0,0,0,NA,0,0,2.9
22,9,1981,0,0,0,0,0,0,0,NA,0,0,0
23,9,1981,0,0,0,0,0,0,0,NA,0,0,1.5
24,9,1981,1.2,0,0,0,0,0,0,NA,0,0,117
25,9,1981,0.2,0,0,0,0,0,0,NA,22.2,0,1.7
26,9,1981,0,0,0,0,0,0,0,NA,0,0,83.9
27,9,1981,0,0,0,0,0,8,0,NA,0.7,1.2,7.5
28,9,1981,0,0,0,0,0,0,2.4,NA,0,0,0
29,9,1981,4.6,0,0,0,0,0.2,0.5,NA,10.3,0,3.8
30,9,1981,60.3,24.3,3.6,1.3,1.3,0,2,NA,0,2,42
1,10,1981,0,0,4.5,0,0,2.2,0,NA,14.5,0,1.5
2,10,1981,3.1,0,2.5,0.2,0,0,22.9,NA,0,5.8,85
3,10,1981,1,5,1.2,7,0,1.9,0.5,NA,0,14,10.8
4,10,1981,0,0,0,0,0,3.1,1,NA,1,0.5,17.9
5,10,1981,0,0,0,0,0,0,0,NA,0,0,1
6,10,1981,0,0,0.3,0.5,0,4.2,0,NA,6.7,10.6,9.2
7,10,1981,14.7,21.4,14,11.4,0,3,0,NA,0.6,0.8,131.2
8,10,1981,1.5,1.6,2.1,17.4,0,0.6,0.6,NA,16.3,2.1,28.8
9,10,1981,3.1,3.4,1.6,9.9,0,20.7,9.7,NA,10.4,15.3,56
10,10,1981,0,0,0.4,1,7.6,15.1,8.5,NA,1.7,23.4,2.2
11,10,1981,0.4,5.2,0.4,10.7,0,0.3,0,NA,0,0.5,84.6
12,10,1981,2.1,12.9,0.4,5.5,0,0.1,4.2,NA,0.9,0.4,1.3
13,10,1981,0,0,0,105.2,0,0.3,0.3,NA,0,2.6,10.9
14,10,1981,3.5,4.6,4.9,15.3,0,0,0.4,NA,5.6,2,46
15,10,1981,3.8,0,0.7,7,0,19,0.8,NA,24.5,47,2.5
16,10,1981,0,0,0.2,0,0,0,2.5,NA,0,1.9,45.6
17,10,1981,0.7,0.4,1.5,0,5.2,0.2,0.4,NA,0,0,31
18,10,1981,5.9,3.4,6.9,0,0,1.8,1.1,NA,8.9,0.9,19
19,10,1981,1.8,0,0,0,0,0,0,NA,0,0,16.8
20,10,1981,14.2,0,0,0,0,0,0,NA,0,0,97.8
21,10,1981,0,0,0,0,0,0,0,NA,0,0.6,1.2
22,10,1981,2.9,0,0.2,5.4,0,1.1,1.6,NA,0.6,12.5,1.9
23,10,1981,6.2,4.1,16.6,12.8,5,23.7,15,NA,22.2,19.1,21.7
24,10,1981,0,0,0,0,10.2,0.1,0,NA,0,0,29.3
25,10,1981,5.7,0,0,14.2,7.2,0,0,NA,0,2.5,15
26,10,1981,25.5,0,0,3.5,4.6,2.1,0.9,NA,0.7,21,17.3
27,10,1981,5.7,0.9,3.7,2,0,4.5,0,NA,1.2,9.2,5.9
28,10,1981,0,3.5,17.1,19.2,0,3.7,0,NA,1.5,14.5,9.6
29,10,1981,49.5,40.9,29.3,19.1,6.4,12.1,1.4,NA,16.5,26.6,36.7
30,10,1981,0.1,0,0,0,13.2,0.3,1.1,NA,0.5,0,10.6
31,10,1981,NA,13.4,14.5,9.4,13.2,63.9,0.5,NA,18.4,19.1,95
1,11,1981,0,4.4,6.7,2.4,NA,1.5,1.6,NA,2.1,0,9.3
2,11,1981,0.3,0,0,0,0,0,0,NA,0,0,0.5
3,11,1981,0,0.7,0,0,8.6,0.9,0,NA,0,0,38.2
4,11,1981,4.8,0.6,1.1,12.5,0,15,5.9,NA,33.4,14.3,14
5,11,1981,0,0,0,3.2,2.6,0,0,NA,0,0,14
6,11,1981,0,0.5,0,0,0,0.5,0.2,NA,0,0.8,12.3
7,11,1981,15.8,11.5,6.3,27.7,8.6,10,1.1,NA,17.8,7.7,19.2
8,11,1981,0,0.6,3.4,1.3,8.8,7.9,1.5,NA,24.7,9.9,51.1
9,11,1981,4.4,1.6,2.6,6.6,12.6,0,1.8,NA,0,0,19.1
10,11,1981,20.1,0.3,4.1,5,4.2,0.8,11,NA,0.2,13.1,5.7
11,11,1981,10.6,22.4,40,0.2,0,10.6,0.4,NA,0.3,10.2,58.6
12,11,1981,0.4,2.1,6,0.7,2,5.8,0.5,NA,0.2,4.6,34.5
13,11,1981,15.3,11.7,1.6,4.7,4.2,0,10.2,NA,0,17,98
14,11,1981,0.3,2.7,4.1,3,2,1.5,2.5,NA,5.9,2.2,65.5
15,11,1981,0,24.1,0,2.2,3,2.3,0.2,NA,0,3.3,20.7
16,11,1981,0,0,0,6.8,2,0.9,0.9,NA,0.6,7,18.5
17,11,1981,0,2.7,0,1.7,2,0,0,NA,0,0,0
18,11,1981,0.4,0.8,1.2,8.5,4.4,9.2,19.6,NA,0.8,20.6,108
19,11,1981,9.5,27.7,35.1,10.8,0,35.1,21,NA,0,3.2,3
20,11,1981,0.3,1.5,1.9,2.8,4.6,3.4,2.7,NA,2.6,20.5,11.4
21,11,1981,4.3,0,NA,6.7,8.2,0,0.1,NA,0,10,3.9
22,11,1981,0,0.5,1.6,2,5,1,0,NA,0.4,2,0.5
23,11,1981,10,44.3,7.6,1.5,0,15.6,0.6,NA,0,2,72.1
24,11,1981,3.9,7.4,16.3,0,2.4,0.2,17,NA,1.4,3.8,4
25,11,1981,0,0,0.5,0,4,0,0,NA,0,2,74
26,11,1981,8.1,23.8,10.3,0.8,6.4,1.5,0.8,NA,0,0.8,6.5
27,11,1981,0,0.4,0.8,0.7,4,10.6,1.8,NA,3.1,2.8,87.2
28,11,1981,19.1,22.3,6,16.4,6.2,15.5,0.2,NA,3.7,15.5,0
29,11,1981,11.2,6.5,3.6,19.5,16.4,7.5,3.9,NA,2.3,35.5,110.3
30,11,1981,2.2,0,0,8,4.4,0,0,NA,0,0.2,67
1,12,1981,0,0,0,0,0,8.6,2.4,NA,0,15.8,64.6
2,12,1981,0,0,0,0,0,0,0.1,NA,0,0,19.1
3,12,1981,0,0,0,0,4.2,0,0,NA,0,0,13.3
4,12,1981,0,2,1.1,1.4,0,29.7,6,NA,0,2.7,41.5
5,12,1981,60.8,10.7,8.1,30.5,2.2,22,4.4,NA,40,8.5,97.5
6,12,1981,0.2,2.4,3.7,2.5,0,2.8,1.4,NA,3,0,72.6
7,12,1981,0,0,0,0.1,0,0,4.9,NA,0,0,2.1
8,12,1981,0,0,0,0,6,0,0,NA,0,0,4
9,12,1981,0.1,0.2,0,0,0,0,10.9,NA,0,3,5.6
10,12,1981,0,0,0,0,0,1.2,1.2,NA,0,2.3,3.5
11,12,1981,0,0,0,0,0,0.3,0,NA,0,0,77
12,12,1981,0,0,0,0,0,0,0,NA,0,0,1.3
13,12,1981,0,0,0,0.5,0,0,0,NA,0,0,3.6
14,12,1981,0,0,0,0,0,0.5,0,NA,1.8,3,34.2
15,12,1981,0,0,0,1.2,0,2,1.1,NA,2.2,0,95
16,12,1981,0,0,0,0,0,0,0,NA,0,0,17.4
17,12,1981,0,0,0,0,0,0,0,NA,0,3,10.5
18,12,1981,0,0,0,0.4,0,0,0,NA,0,11,137.2
19,12,1981,16.6,0.8,0,0,0,0,4.4,NA,6.4,2.5,4.5
20,12,1981,26.1,7,22.6,4.5,0,0.2,5.3,NA,0.3,7.3,29
21,12,1981,5.3,0,12.3,8.8,0,19,0.3,NA,1.4,43.5,25.5
